annee;diplome;situation;genre;disciplines;code_du_domaine;domaine;code_de_la_discipline;discipline;code_du_secteur_disciplinaire;secteur_disciplinaire;nombre_de_reponses;taux_d_insertion;emplois_cadre_ou_professions_intermediaires;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;salaire_net_des_emplois_a_temps_plein_1_er_quartile;salaire_net_des_emplois_a_temps_plein_3eme_quartile;diplomes_boursiers;femmes;taux_de_chomage_national;salaire_net_mensuel_median_national;code_du_secteur_disciplinaire_sise;salaire_net_mensuel_national_1er_quartile;salaire_net_mensuel_national_3eme_quartile;cle_disc;statut_liberal;statut_fonct;statut_cdi;statut_cdimiss;statut_conspe;statut_cdd;statut_vac;statut_interim;statut_intermit;statut_contrpro;statut_aide;statut_volont;employ_meme;employ_fp;employ_entrpriv;employ_entrpub;employ_asso;employ_libe;employ_orga;employ_sem;employ_parti;secteur_agri;secteur_indus;secteur_constr;secteur_immo;secteur_comm;secteur_info;secteur_fin;secteur_spe;secteur_serv;secteur_ens;secteur_admin;secteur_sante;secteur_arts;secteur_autres;niveau_agri;niveau_articomm;niveau_lib;niveau_cata;niveau_inge;niveau_catb;niveau_tech;niveau_catc;niveau_ouvr;niveau_empl
2016;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;218;82;98;71;51;57;99;1880;29400;1600;2200;34;;8.5;1830;SD03;1450;2180;disc14_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;358;84;91;56;51;51;96;1800;28100;1550;2080;31;;8.6;1865;SD03;1475;2280;disc14_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;;78;88;;63;53;94;1850;28900;1550;2300;;;10.1;1830;SD03;1460;2230;disc14_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;639;88;95;68;53;59;98;1950;30400;1700;2260;28;61;7.8;1900;SD03;1470;2330;disc14_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;575;84;95;60;53;69;97;1880;29300;1600;2320;29;65;9.9;1870;SD03;1490;2280;disc14_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Physique;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_02;Physique;200;82;93;78;50;71;95;2000;31200;1700;2230;33;24;9.3;1870;SD02;1480;2280;disc14_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Physique;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_02;Physique;49;95;100;88;56;73;98;2060;32100;ns;ns;28;;9.3;1870;SD02;1480;2280;disc14_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Physique;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_02;Physique;186;89;97;86;50;84;98;2060;32100;1900;2500;34;17;8.5;1830;SD02;1450;2180;disc14_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Physique;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_02;Physique;153;94;99;86;58;85;98;2210;34400;1950;2500;29;17;7.8;1900;SD02;1470;2330;disc14_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Physique;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_02;Physique;;82;98;;55;78;97;2000;31200;1730;2280;;;10.1;1830;SD02;1460;2230;disc14_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Physique;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_02;Physique;;79;93;;53;65;95;1950;30400;ns;ns;;;10.1;1830;SD02;1460;2230;disc14_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Physique;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_02;Physique;202;79;95;78;54;63;92;2000;31200;1670;2320;35;;9.9;1870;SD02;1490;2280;disc14_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Physique et chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_03;Physique et chimie;39;82;100;84;78;51;ns;ns;ns;ns;ns;42;;8.5;1830;SD43;1450;2180;disc14_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Physique et chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_03;Physique et chimie;81;76;100;85;70;57;96;1810;28200;ns;ns;44;47;8.5;1830;SD43;1450;2180;disc14_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Physique et chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_03;Physique et chimie;89;92;96;88;59;82;97;2260;35200;2000;2550;37;;7.8;1900;SD43;1470;2330;disc14_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Physique et chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_03;Physique et chimie;53;91;98;83;77;83;98;2160;33700;ns;ns;39;64;8.6;1865;SD43;1475;2280;disc14_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Mathématiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_04;Mathématiques;81;90;97;84;37;72;97;1950;30400;ns;ns;30;;9.3;1870;SD01;1480;2280;disc14_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Mathématiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_04;Mathématiques;81;97;95;86;37;80;97;2170;33800;1700;2630;30;;9.3;1870;SD01;1480;2280;disc14_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Mathématiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_04;Mathématiques;264;92;97;87;45;77;99;2170;33800;1860;2740;29;30;9.3;1870;SD01;1480;2280;disc14_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Mathématiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_04;Mathématiques;243;92;99;95;45;87;98;2560;39900;2120;3060;29;27;8.5;1830;SD01;1450;2180;disc14_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Mathématiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_04;Mathématiques;83;98;100;92;44;76;100;2250;35100;1980;2710;35;;8.6;1865;SD01;1475;2280;disc14_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Mathématiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_04;Mathématiques;295;91;97;86;42;76;96;2010;31400;1750;2460;31;38;10.1;1830;SD01;1460;2230;disc14_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Mathématiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_04;Mathématiques;163;90;96;90;50;88;99;2500;39000;2080;3040;37;;9.9;1870;SD01;1490;2280;disc14_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Mathématiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_04;Mathématiques;266;90;95;89;47;76;99;2170;33800;1880;2650;35;38;9.9;1870;SD01;1490;2280;disc14_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Mathématiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_04;Mathématiques;266;92;97;89;47;85;99;2350;36700;2000;2950;35;38;9.9;1870;SD01;1490;2280;disc14_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_05;Mathématiques appliquées et sciences sociales;52;87;95;86;63;75;100;2180;34100;ns;ns;31;26;9.3;1870;SD04;1480;2280;disc14_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_05;Mathématiques appliquées et sciences sociales;15;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD04;1480;2280;disc14_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_05;Mathématiques appliquées et sciences sociales;39;93;98;88;56;90;100;2280;35600;ns;ns;23;37;8.6;1865;SD04;1475;2280;disc14_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_05;Mathématiques appliquées et sciences sociales;39;100;98;86;56;95;100;2430;37900;ns;ns;23;37;8.6;1865;SD04;1475;2280;disc14_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_05;Mathématiques appliquées et sciences sociales;49;94;100;95;48;84;100;2420;37700;ns;ns;30;;7.8;1900;SD04;1470;2330;disc14_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15;Sciences de l'ingénieur;1830;92;96;80;47;77;99;2000;31200;1800;2280;28;24;8.6;1865;;1475;2280;disc15_18;2;2;73;;0;16;0;6;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;3;77;1;15;0;1;2
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15;Sciences de l'ingénieur;1830;95;97;83;47;88;99;2150;33500;1900;2480;28;24;8.6;1865;;1475;2280;disc15_30;2;2;84;;0;8;0;2;0;0;0;1;2;6;88;2;1;0;;;0;1;29;17;;6;6;1;25;1;2;3;2;0;6;;;;4;80;1;13;0;1;2
2016;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_01;Électronique, génie électrique;24;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD15;1450;2180;disc15_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_01;Électronique, génie électrique;221;94;99;92;46;83;100;2030;31600;1830;2250;34;;8.6;1865;SD15;1475;2280;disc15_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_01;Électronique, génie électrique;194;94;98;91;37;88;99;2030;31700;1840;2310;34;;8.5;1830;SD15;1450;2180;disc15_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_01;Électronique, génie électrique;242;95;98;91;47;82;100;2030;31600;1830;2250;34;8;8.6;1865;SD15;1475;2280;disc15_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_01;Électronique, génie électrique;242;97;99;92;47;88;100;2170;33800;1940;2500;34;8;8.6;1865;SD15;1475;2280;disc15_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_01;Électronique, génie électrique;28;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD15;1470;2330;disc15_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_01;Électronique, génie électrique;218;95;99;92;38;93;99;2240;34900;2000;2500;35;10;8.5;1830;SD15;1450;2180;disc15_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_01;Électronique, génie électrique;28;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD15;1470;2330;disc15_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_01;Électronique, génie électrique;222;93;98;90;47;86;100;2080;32500;1870;2450;39;;9.9;1870;SD15;1490;2280;disc15_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_02;Génie civil;58;96;98;85;54;90;98;1980;30900;ns;ns;32;;8.5;1830;SD12;1450;2180;disc15_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_02;Génie civil;331;96;98;80;52;86;99;2000;31200;1800;2230;37;17;8.5;1830;SD12;1450;2180;disc15_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_02;Génie civil;54;91;95;75;58;73;95;1800;28100;ns;ns;37;;9.3;1870;SD12;1480;2280;disc15_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_02;Génie civil;293;94;95;77;52;80;98;1980;30900;1760;2200;33;20;8.6;1865;SD12;1475;2280;disc15_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_02;Génie civil;231;94;96;78;51;79;98;2000;31200;1760;2200;33;;8.6;1865;SD12;1475;2280;disc15_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_02;Génie civil;62;96;95;73;57;81;98;1920;29900;ns;ns;34;;8.6;1865;SD12;1475;2280;disc15_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_02;Génie civil;58;98;100;82;54;93;100;2110;32900;ns;ns;32;;8.5;1830;SD12;1450;2180;disc15_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_02;Génie civil;;91;91;67;41;84;97;1950;30400;ns;ns;;;10.1;1830;SD12;1460;2230;disc15_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_02;Génie civil;342;94;98;86;52;89;99;2160;33700;1900;2370;29;19;9.7;1800;SD12;;;disc15_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_02;Génie civil;50;100;100;90;58;92;98;2290;35800;ns;ns;31;;7.8;1900;SD12;1470;2330;disc15_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_02;Génie civil;345;92;96;70;48;75;99;2000;31200;1750;2190;32;20;9.9;1870;SD12;1490;2280;disc15_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_02;Génie civil;321;93;97;80;62;89;98;2100;32700;1830;2420;41;16;9.3;1870;SD12;1480;2280;disc15_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_02;Génie civil;71;88;95;59;46;73;100;1950;30400;ns;ns;46;;9.9;1870;SD12;1490;2280;disc15_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_02;Génie civil;345;93;98;72;48;87;99;2050;32000;1830;2330;32;20;9.9;1870;SD12;1490;2280;disc15_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_03;Génie des procédés;283;90;97;74;55;75;100;2010;31300;1800;2270;27;27;8.5;1830;SD13;1450;2180;disc15_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_03;Génie des procédés;100;87;95;59;57;51;98;1800;28100;1600;2070;31;;9.3;1870;SD13;1480;2280;disc15_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_03;Génie des procédés;105;88;93;69;50;62;97;1890;29500;1730;2100;27;;8.6;1865;SD13;1475;2280;disc15_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15_03;Génie des procédés;215;95;98;82;43;86;100;2030;31700;1840;2330;32;;8.6;1865;SD13;1475;2280;disc15_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
