annee;diplome;situation;genre;disciplines;code_du_domaine;domaine;code_de_la_discipline;discipline;code_du_secteur_disciplinaire;secteur_disciplinaire;nombre_de_reponses;taux_d_insertion;emplois_cadre_ou_professions_intermediaires;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;salaire_net_des_emplois_a_temps_plein_1_er_quartile;salaire_net_des_emplois_a_temps_plein_3eme_quartile;diplomes_boursiers;femmes;taux_de_chomage_national;salaire_net_mensuel_median_national;code_du_secteur_disciplinaire_sise;salaire_net_mensuel_national_1er_quartile;salaire_net_mensuel_national_3eme_quartile;cle_disc;statut_liberal;statut_fonct;statut_cdi;statut_cdimiss;statut_conspe;statut_cdd;statut_vac;statut_interim;statut_intermit;statut_contrpro;statut_aide;statut_volont;employ_meme;employ_fp;employ_entrpriv;employ_entrpub;employ_asso;employ_libe;employ_orga;employ_sem;employ_parti;secteur_agri;secteur_indus;secteur_constr;secteur_immo;secteur_comm;secteur_info;secteur_fin;secteur_spe;secteur_serv;secteur_ens;secteur_admin;secteur_sante;secteur_arts;secteur_autres;niveau_agri;niveau_articomm;niveau_lib;niveau_cata;niveau_inge;niveau_catb;niveau_tech;niveau_catc;niveau_ouvr;niveau_empl
2014;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;366;84;71;35;39;50;93;1650;25700;1400;1950;38;;9.3;1870;SD40;1480;2280;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;108;87;77;46;42;57;87;1750;27300;1460;2100;32;;8.5;1830;SD40;1450;2180;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;371;87;71;41;31;54;93;1760;27500;1500;2070;40;;8.6;1865;SD40;1475;2280;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;575;89;79;48;43;72;93;1780;27800;1500;2160;29;64;9.7;1800;SD40;;;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;179;94;84;47;40;66;97;1800;28100;1550;2200;33;;8.5;1830;SD40;1450;2180;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;568;90;80;51;35;70;96;1900;29600;1600;2300;37;65;8.6;1865;SD40;1475;2280;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;306;80;71;35;32;45;87;1630;25400;1350;1970;43;;9.9;1870;SD40;1490;2280;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;576;91;80;51;40;68;96;1930;30200;1600;2250;34;64;9.3;1870;SD40;1480;2280;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;62;87;81;67;58;44;95;1680;26100;ns;ns;40;46;8.5;1830;SD61;1450;2180;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;39;83;ns;ns;50;ns;ns;ns;ns;ns;ns;48;;9.3;1870;SD61;1480;2280;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;45;91;86;47;57;56;100;1800;28100;ns;ns;35;;8.6;1865;SD61;1475;2280;disc05_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;41;96;87;68;60;51;98;1810;28200;ns;ns;31;;7.8;1900;SD61;1470;2330;disc05_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;65;89;88;62;47;44;93;1740;27200;ns;ns;35;66;7.8;1900;SD61;1470;2330;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;67;78;85;60;58;35;98;1710;26700;ns;ns;18;58;9.9;1870;SD61;1490;2280;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;41;90;92;82;16;90;100;2500;39000;ns;ns;28;;7.8;1900;SD63;1470;2330;disc05_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;472;93;82;60;30;72;98;2000;31200;1640;2410;21;48;9.3;1870;SD62;1480;2280;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;229;93;80;55;23;71;97;1930;30200;1600;2250;18;;9.3;1870;SD62;1480;2280;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;242;93;83;64;36;74;98;2100;32800;1750;2530;23;;9.3;1870;SD62;1480;2280;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;219;94;78;51;34;79;97;1930;30000;1600;2330;25;;8.6;1865;SD62;1475;2280;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;;84;72;;44;61;95;1650;25700;1400;2100;;;10.1;1830;SD62;1460;2230;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;309;96;87;58;44;79;98;2080;32500;1700;2490;24;55;7.8;1900;SD62;1470;2330;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;546;89;80;53;38;85;96;2010;31300;1630;2450;29;59;9.7;1800;SD62;;;disc05_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;;87;90;66;31;84;97;2250;35100;1900;2580;;;10.1;1830;SD62;1460;2230;disc05_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;176;92;89;66;23;88;99;2330;36400;1900;2800;20;;9.9;1870;SD62;1490;2280;disc05_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;173;95;88;59;18;87;99;2110;32900;1770;2490;18;;9.9;1870;SD62;1490;2280;disc05_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2074;82;60;33;48;50;81;1500;23400;1260;1800;40;;8.6;1865;;1475;2280;disc06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2564;84;67;43;46;54;80;1540;24000;1270;1790;34;79;10.1;1830;;1460;2230;disc06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2006;86;77;43;48;67;85;1650;25700;1390;2000;41;;8.5;1830;;1450;2180;disc06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2664;87;76;52;46;65;84;1700;26500;1400;1950;29;81;9.7;1800;;;;disc06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2074;87;69;40;48;61;84;1600;25000;1370;2000;40;;8.6;1865;;1475;2280;disc06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;541;79;71;44;43;56;82;1650;25700;1320;1920;36;;9.9;1870;;1490;2280;disc06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2065;88;73;45;43;65;85;1660;25900;1390;1950;36;;9.9;1870;;1490;2280;disc06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2622;87;70;45;45;64;86;1630;25500;1360;1980;39;79;9.3;1870;;1480;2280;disc06_30;11;10;44;;0;25;2;1;3;0;3;1;10;24;2;51;12;1;;;0;0;6;0;;16;10;2;6;2;25;5;3;15;10;;;;13;32;4;21;4;1;25
2015;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;526;82;66;36;37;56;74;1500;23400;1300;1800;35;;8.6;1865;SD21;1475;2280;disc06_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;;81;71;;27;50;70;1500;23400;1200;1750;;;10.1;1830;SD21;1460;2230;disc06_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;147;80;79;48;43;59;81;1700;26500;1410;2000;42;;7.8;1900;SD21;1470;2330;disc06_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;147;81;68;36;43;50;77;1540;24000;1280;1900;42;;7.8;1900;SD21;1470;2330;disc06_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.5;1830;SD25;1450;2180;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;4;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD25;1450;2180;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.6;1865;SD25;1475;2280;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;2;ns;nd;nd;ns;nd;nd;nd;nd;nd;nd;ns;;7.8;1900;SD25;1470;2330;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD25;1490;2280;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;11;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;SD25;1480;2280;disc06_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;52;97;85;52;52;38;76;1470;22900;ns;ns;31;92;8.5;1830;SD22;1450;2180;disc06_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;63;89;81;62;64;50;81;1550;24200;ns;ns;19;;9.3;1870;SD22;1480;2280;disc06_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;11;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD22;1475;2280;disc06_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;;10.1;1830;SD22;1460;2230;disc06_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;;ns;ns;;ns;ns;ns;ns;ns;ns;ns;;;10.1;1830;SD22;1460;2230;disc06_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;52;95;85;49;52;45;75;1450;22600;ns;ns;31;92;8.5;1830;SD22;1450;2180;disc06_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;66;88;82;64;56;39;84;1500;23400;ns;ns;32;;9.9;1870;SD22;1490;2280;disc06_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;80;88;80;62;63;42;82;1500;23400;ns;ns;22;79;9.3;1870;SD22;1480;2280;disc06_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_04;Langues et littératures anciennes;2;ns;ns;ns;ns;ns;ns;nd;nd;nd;nd;ns;;8.5;1830;SD18;1450;2180;disc06_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_04;Langues et littératures anciennes;4;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD18;1480;2280;disc06_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_04;Langues et littératures anciennes;2;ns;ns;ns;ns;ns;ns;nd;nd;nd;nd;ns;ns;8.5;1830;SD18;1450;2180;disc06_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_04;Langues et littératures anciennes;19;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;10.1;1830;SD18;1460;2230;disc06_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_04;Langues et littératures anciennes;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD18;1450;2180;disc06_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_04;Langues et littératures anciennes;0;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;7.8;1900;SD18;1470;2330;disc06_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_04;Langues et littératures anciennes;4;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;SD18;1480;2280;disc06_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_04;Langues et littératures anciennes;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD18;1490;2280;disc06_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;76;78;75;52;46;59;83;1600;25000;ns;ns;37;;8.5;1830;SD23;1450;2180;disc06_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
